rank,Steam ID,last Two Weeks,ATH,scoreSum,status_U_Count,Level,Badges,Games,Friends,Groups,Screenshots,Reviews,Cluster
10,76561198000396149,105.6,112.35,0.51,0.17,11,5,94,13,1,0,6,0
10,76561198144259129,9.53,65.82,0.82,0.04,24,23,113,41,1,3,9,0
10,76561198952187538,30.45,66.5,0.65,0.07,19,10,143,39,3,4,18,0
10,76561199080378951,2.17,18.36,0.09,0.29,3,3,12,5,0,0,2,0
10,76561198341010768,18.25,83.63,0.37,0.25,6,4,9,5,0,4,1,0
10,76561199180100271,27.73,18.03,0.3,0,2,3,5,6,0,0,1,0
10,76561198058895814,17.73,66.43,0.57,0.14,34,14,123,8,2,3,6,0
10,76561198990282919,47.35,49.79,0.41,0.05,25,7,119,24,1,0,3,0
10,76561198059968957,94.77,68.58,0.48,0,6,2,6,0,0,0,1,0
10,76561199120286426,60.0,147.93,0.75,0.1,2,3,12,8,0,0,1,0
10,76561199087351560,27.07,75.28,0.46,0.24,4,4,17,12,0,0,2,0
10,76561198406989342,6.32,99.55,0.73,0.02,6,4,27,16,1,0,1,0
10,76561198368508281,64.53,28.73,0.51,0.24,13,8,59,24,2,7,11,0
10,76561198213585452,81.78,36.61,0.45,0.3,9,8,27,40,1,95,16,0
10,76561199085595694,1.53,155.4,0.9,0.18,5,7,8,14,0,0,1,0
10,76561198364814487,17.08,14.21,0.39,0,16,17,33,0,0,6,3,0
10,76561199339966241,5.67,37.38,0.13,0.19,2,2,8,18,0,7,3,0
10,76561199119808129,1.57,13.09,0.27,0,2,2,10,6,0,0,4,0
10,76561198115063415,80.72,28.2,0.88,0.28,95,114,75,604,243,640,18,-1
10,76561198038501259,2.77,101.64,0.7,0.46,10,4,219,146,2,1,1,0
10,76561199184807536,4.6,8.33,0.13,0,1,2,9,3,0,0,1,0
10,76561199134641511,23.55,77.8,0.69,0.11,2,3,33,0,0,0,1,0
10,76561198136109727,31.95,82.43,0.55,0.03,11,9,78,10,2,1,24,0
10,76561199078859416,6.88,118.03,0.71,0.36,4,4,14,2,0,0,2,0
10,76561198274833556,1.77,98.08,1.0,0.56,7,5,42,0,0,0,7,0
10,76561198962433107,25.68,87.6,0.68,0.01,23,28,77,0,2,0,3,0
10,76561198328515306,14.68,13.44,0.46,0.02,30,14,51,43,33,1,23,0
10,76561198339260867,8.67,19.04,0.25,0.02,10,5,15,14,0,0,7,0
10,76561198375012973,42.45,42.45,0.35,0.04,5,3,12,24,0,0,4,0
10,76561198296277284,10.17,12.22,0.74,0,21,11,82,0,1,0,9,0
10,76561197988529653,33.1,38.92,0.32,0.06,13,7,343,21,1,0,37,0
10,76561199068699173,7.43,7.43,0.17,0.48,6,5,21,17,1,0,9,0
10,76561199220375978,29.73,50.47,0.39,0.27,2,3,9,17,2,0,5,0
10,76561198036947719,3.43,9.16,0.26,0.4,13,10,89,360,6,202,8,0
10,76561198354983038,3.1,144.24,0.69,0.13,7,6,25,0,0,0,5,0
10,76561198196736442,33.07,37.57,0.74,0.05,8,3,56,14,4,1,1,0
10,76561198135643492,4.77,241.45,0.7,0.5,10,5,75,4,0,0,1,0
10,76561198110850549,43.68,45.86,0.58,0.04,9,4,30,174,0,0,3,0
10,76561198013345528,58.07,75.65,0.81,0,11,4,94,0,0,0,1,0
10,76561199368236992,4.48,8.1,0.22,0,3,3,11,2,3,0,3,0
10,76561198371707801,9.82,191.35,0.88,0.06,91,29,116,270,6,94,19,0
10,76561198990541812,37.43,106.58,1.0,0.03,22,8,24,22,1,6,3,0
10,76561198099255702,22.57,110.83,0.61,0.04,27,5,86,22,12,9,4,0
10,76561198184861263,22.38,10.39,0.18,0,68,33,232,211,68,948,132,-1
10,76561199222698233,2.35,4.43,0.05,0.62,2,3,8,0,0,0,6,0
10,76561198806391769,45.95,130.34,1.0,0.23,12,8,45,43,5,6,8,0
10,76561199022517897,69.53,80.15,0.47,0.03,4,4,20,16,2,2,2,0
10,76561199010837495,28.33,45.6,0.54,0,3,3,12,0,1,0,2,0
10,76561199075314154,6.68,6.85,0.06,0,10,4,10,34,6,1,5,0
10,76561198295422109,37.3,25.6,0.57,0.71,8,4,33,37,5,37,6,0
10,76561199100150333,8.15,8.15,0.12,0.6,22,17,22,16,4,9,9,0
10,76561199013074021,3.07,70.31,0.51,0.51,9,9,36,35,0,0,12,0
10,76561199019524906,31.32,106.25,1.0,0.33,4,3,4,3,0,0,1,0
10,76561199169969730,18.75,70.5,0.24,0.07,3,3,13,7,2,0,1,0
10,76561199169075614,55.48,179.63,0.83,0.09,1,2,1,2,0,0,1,0
10,76561199085415238,21.17,28.42,0.24,0,28,12,14,20,2,0,5,0
10,76561198947300410,2.22,88.04,0.55,0,29,25,77,0,2,0,6,0
10,76561198944619560,3.18,2.48,0.05,0,5,4,25,0,0,40,1,0
10,76561198929219710,3.17,88.84,0.69,0,4,3,10,9,0,0,1,0
10,76561198892957312,9.2,144.27,0.85,0,23,17,22,0,4,15,8,0
10,76561198844445928,11.05,647.5,1.0,0.08,11,5,10,0,0,0,3,0
10,76561198271740929,16.67,16.67,0.13,0.08,10,6,9,3,0,4,7,0
10,76561198205246796,15.18,97.46,0.62,0.06,8,4,78,24,0,2,4,0
10,76561199051616908,21.72,21.72,0.27,0,3,5,13,7,0,0,9,0
10,76561198954125435,23.87,316.8,1.0,0.24,5,4,25,5,0,1,1,0
10,76561199082000756,2.72,3.92,0.11,0,13,10,94,37,11,4,10,0
10,76561198076698987,41.28,160.74,0.81,0.31,9,3,80,41,6,2,3,0
10,76561199185106213,114.45,255.63,0.65,0.01,1,2,5,1,0,0,1,0
10,76561198307532361,45.1,293.32,1.0,0.53,5,3,13,8,0,1,1,0
10,76561198816241633,33.92,67.72,0.58,0.05,34,33,119,16,3,3,21,0
10,76561198946856558,4.87,61.67,0.97,0.25,11,6,10,10,2,0,1,0
10,76561198413994720,23.3,31.93,0.49,0,9,7,48,0,0,1,14,0
10,76561199070356320,16.2,125.88,0.23,0.15,3,3,18,29,2,2,3,0
10,76561198081053043,40.6,112.08,0.5,0.28,11,6,41,0,0,0,2,0
10,76561198205514159,2.17,35.94,0.5,0.04,8,5,23,68,1,2,1,0
10,76561198012089444,2.85,252.96,0.82,0.18,36,26,76,0,0,0,13,0
10,76561198014640250,11.58,6.7,0.06,0.06,12,8,110,16,1,0,17,0
10,76561199021850854,8.48,11.08,0.28,0.09,2,2,5,2,0,0,2,0
10,76561198959286514,23.73,23.73,0.5,0,38,23,20,48,0,0,16,0
10,76561199225216336,29.0,91.1,0.97,0.01,16,10,7,9,0,21,6,0
10,76561199006943570,27.43,85.5,0.75,0.16,10,7,21,0,1,0,1,0
10,76561199171355698,7.4,88.3,0.52,0.39,10,7,30,31,5,1,9,0
10,76561199086126975,3.73,10.35,0.04,0,17,10,73,23,2,43,17,0
10,76561199048025285,14.78,45.17,0.7,0.5,2,2,13,16,0,0,1,0
10,76561199021592844,20.38,12.65,0.32,0.26,18,6,76,18,1,2,2,0
10,76561199047693550,15.18,42.88,0.43,0.02,5,5,20,0,1,0,2,0
10,76561198099419286,22.92,27.97,0.45,0,32,21,95,19,0,16,69,0
10,76561199250217748,21.98,101.25,0.46,0,2,2,8,6,0,0,6,0
10,76561198841688550,14.55,19.98,0.27,0.09,13,8,77,16,0,0,11,0
10,76561198097040414,69.15,19.68,0.35,0.2,10,6,53,5,0,232,23,0
10,76561199388680317,28.23,30.25,0.24,0.12,2,2,7,7,0,0,4,0
10,76561198843792275,90.15,132.03,0.72,0.18,3,3,10,8,0,0,3,0
10,76561198148462903,1.25,101.38,0.67,0.01,8,4,64,31,19,1,4,0
10,76561199013467229,35.57,44.97,0.47,0.34,2,2,8,9,0,0,1,0
10,76561199248926337,50.58,140.33,0.66,0.27,3,3,41,3,0,0,2,0
10,76561199072018413,63.03,218.53,0.68,0.14,7,7,30,23,0,0,5,0
10,76561199098290353,14.3,64.62,0.34,0.04,3,3,4,9,0,0,1,0
10,76561199062023254,4.62,5.95,0.06,0.19,3,3,23,17,0,0,2,0
10,76561199076920236,72.12,60.25,0.02,0.12,2,2,1,0,0,0,3,0
10,76561198067219837,45.27,18.19,0.44,0.14,102,206,0,35,5,0,50,-1
10,76561198881439276,42.3,42.3,0.26,0,13,8,30,13,1,0,7,0
10,76561199228846223,24.73,27.47,0.26,0,2,4,6,0,0,0,3,0
10,76561199104583489,35.53,39.95,0.46,0.01,12,9,18,15,2,20,15,0
10,76561199132662326,64.9,680.66,0.85,0.08,6,5,12,14,0,2,2,0
10,76561198123828208,3.6,9.74,0.19,0.06,7,4,17,9,1,0,1,0
10,76561198136197679,13.15,23.49,0.56,0,6,3,23,21,1,0,2,0
10,76561199163772563,61.47,35.55,0.49,0,2,2,13,5,0,0,4,0
10,76561198922631288,40.48,27.23,0.45,0.05,7,7,29,9,0,0,1,0
10,76561198395861642,38.72,80.05,0.26,0,4,3,4,1,1,0,1,0
10,76561199077287838,1.38,2.88,0.04,0,2,2,2,0,0,0,1,0
10,76561199173236515,73.4,90.85,0.48,0.07,5,4,40,13,0,2,4,0
10,76561198118938848,38.98,39.14,0.64,0.25,14,9,15,4,0,0,2,0
10,76561198333843778,15.28,10.18,0.5,0.19,11,8,80,44,5,21,12,0
10,76561199251385280,21.32,40.83,0.25,0.02,10,10,31,20,2,2,3,0
10,76561197992827874,13.73,4.13,0.06,0.07,16,8,202,19,3,33,8,0
10,76561198211219517,30.77,31.98,0.28,0.3,4,2,2,5,0,0,1,0
10,76561199230066502,17.37,82.17,0.44,0.08,2,2,4,5,0,0,1,0
10,76561199204205389,14.62,18.78,0.19,0.11,10,6,5,21,0,0,3,0
10,76561198155417051,6.58,192.04,0.69,0.38,8,4,49,12,0,0,9,0
10,76561198810751205,24.42,47.76,0.58,0.37,4,3,8,10,0,0,1,0
10,76561198146929135,65.77,99.75,0.48,0.14,10,5,28,19,0,1,4,0
10,76561198089438081,18.77,26.3,0.38,0.13,27,26,474,376,99,266,66,-1
10,76561198441104430,1.08,105.74,0.87,0.4,25,13,176,32,1,1,1,0
10,76561198390503032,1.62,125.6,0.69,0.12,14,13,71,0,4,79,14,0
10,76561198434810391,21.17,36.14,0.42,0,10,8,74,7,2,0,1,0
10,76561199179417650,54.58,80.23,0.97,0.05,6,4,33,8,0,0,3,0
10,76561198266883675,8.77,49.85,0.37,0.09,42,17,71,72,3,103,9,0
10,76561198207217963,24.45,99.69,0.93,0.03,87,74,154,31,1,1,4,0
10,76561198853276038,53.93,210.22,0.58,0.36,5,4,19,12,0,0,7,0
10,76561198038315387,83.47,184.08,0.88,0.09,31,32,775,0,4,18,5,0
10,76561199388107284,16.83,40.08,0.0,0,1,1,2,3,0,0,1,0
10,76561199001867008,38.48,106.93,0.85,0.62,15,11,15,6,0,0,4,0
10,76561198390464947,5.85,37.1,0.2,0.32,7,6,9,5,0,0,2,0
10,76561198210949424,3.82,10.73,0.45,0.03,32,21,34,25,1,1,5,0
10,76561199351585179,4.93,4.93,0.13,0.68,2,2,5,0,1,0,2,0
10,76561199059472211,9.72,88.74,0.65,0,15,19,36,9,0,0,1,0
10,76561198321522275,2.17,64.77,0.67,0,7,4,27,17,0,0,8,0
10,76561198800325307,15.17,72.19,1.0,0.05,21,19,49,44,3,0,8,0
10,76561198263345347,29.63,229.85,0.72,0.01,8,4,135,11,0,0,2,0
10,76561198861185214,2.13,277.16,0.78,0,9,7,74,14,1,0,10,0
10,76561198965452875,11.9,50.06,0.65,0.01,5,5,29,20,2,0,5,0
10,76561198095510117,10.98,70.16,0.72,0,41,28,251,0,1,1,28,0
10,76561198824839483,32.52,53.05,0.19,0.03,3,2,15,0,0,0,1,0
10,76561198435921491,15.33,40.82,0.46,0.15,13,8,25,13,1,2,11,0
10,76561198849764902,4.15,52.08,0.69,0.09,13,14,104,63,9,0,24,0
10,76561198262534597,85.92,35.49,0.96,0.29,17,13,89,0,0,1,9,0
10,76561198211285593,15.68,77.3,0.62,0.11,11,7,96,37,0,5,4,0
10,76561198970327955,20.58,359.09,0.89,0,4,3,18,15,1,0,1,0
10,76561199009567450,7.75,146.23,0.78,0.1,7,6,109,8,0,0,8,0
10,76561199194320601,30.37,131.35,0.63,0.24,30,22,7,11,0,0,7,0
10,76561199129419042,13.9,27.7,0.05,0,2,3,7,11,0,1,6,0
10,76561199058097126,102.75,138.77,0.76,0.17,3,3,6,3,0,1,5,0
10,76561199010142801,2.78,53.69,0.42,0.05,7,7,54,11,1,0,18,0
10,76561198439624261,3.97,8.62,0.01,1.0,36,47,81,40,7,18,36,0
10,76561199052454836,36.72,62.89,0.58,0.19,3,3,11,13,1,0,1,0
10,76561198131797589,16.47,156.84,0.78,0,18,12,160,38,4,54,12,0
10,76561198368221402,2.33,17.14,0.28,0.3,10,9,51,27,0,0,15,0
10,76561198355105047,3.08,150.56,0.81,0.21,6,4,10,18,1,0,1,0
10,76561199139132991,7.65,13.72,0.1,0.5,1,2,1,0,0,0,1,0
10,76561199215431987,38.07,38.51,0.57,0,1,2,3,6,0,0,1,0
10,76561199035717929,34.08,73.35,0.64,0.02,3,4,14,9,2,0,3,0
10,76561198853136523,23.33,71.0,0.75,0,5,4,13,11,0,0,3,0
10,76561199389876103,82.82,163.1,0.99,0.09,6,4,9,5,0,5,5,0
10,76561198214767123,11.18,18.37,0.56,0.13,35,29,81,164,67,61,7,0
10,76561197975847218,5.68,75.02,0.73,0,71,20,383,64,5,27,7,0
10,76561197998851375,68.53,208.54,0.87,0.06,16,11,192,158,1,1,45,0
10,76561198165766805,8.72,200.74,0.75,0.03,31,15,243,167,2,13,29,0
10,76561198063278673,21.4,34.11,0.57,0.09,17,10,708,11,0,0,1,0
10,76561198807674912,17.35,73.93,0.53,0.19,6,5,7,9,2,0,1,0
10,76561199147620955,14.67,85.61,0.42,0.16,13,8,157,0,0,0,4,0
10,76561198824318140,2.38,18.25,0.06,0,17,12,43,28,2,1,29,0
10,76561198146716750,10.3,32.8,0.63,0.01,14,11,200,21,2,0,5,0
10,76561199160590507,65.63,109.38,0.67,0.3,2,3,6,13,1,0,5,0
10,76561198214441916,52.85,37.21,0.75,0.01,55,12,32,45,2,0,7,0
10,76561198110953172,4.22,160.74,0.83,0.02,7,3,32,0,0,0,1,0
10,76561198057767781,32.53,124.48,0.54,0.51,13,10,80,0,12,43,3,0
10,76561199198596488,1.35,24.18,0.25,0,2,4,2,4,0,0,2,0
10,76561198378640531,13.68,119.59,0.75,0.25,6,5,54,18,0,0,7,0
10,76561199227643670,10.82,23.98,0.06,0.12,4,3,4,6,4,0,3,0
10,76561198134536160,33.58,164.9,0.7,0.28,6,3,23,23,1,0,1,0
10,76561198386500838,40.0,141.82,0.94,0.16,51,42,100,204,21,18,6,0
10,76561198864132608,26.55,83.5,0.76,0.01,6,4,23,24,0,0,8,0
10,76561199152407179,5.12,134.28,0.79,0.02,1,2,7,23,0,0,1,0
10,76561198155461331,4.42,54.89,0.56,0.16,8,6,10,12,2,0,4,0
10,76561198073683744,2.62,22.27,0.32,0,105,34,912,76,3,104,2,0
10,76561199057175226,21.1,41.21,0.75,0.02,3,3,10,6,0,0,4,0
10,76561198281716828,15.97,93.1,0.42,0.19,10,8,154,25,5,1,3,0
10,76561198890890835,44.42,66.9,0.35,0.34,7,5,22,58,1,1,8,0
10,76561199083106729,23.13,36.48,0.83,0,13,11,55,13,0,1,46,0
10,76561199244251240,46.18,51.65,0.01,0,1,1,5,1,0,0,1,0
10,76561198301163938,58.6,86.41,0.78,0.02,39,10,53,0,0,18,17,0
10,76561198203806988,2.15,114.51,0.72,0.05,8,4,17,53,6,2,2,0
10,76561198385447097,16.37,29.49,0.53,0.35,63,42,46,27,11,18,22,0
10,76561198161559120,5.68,47.55,0.53,0.3,27,24,194,0,5,22,6,0
10,76561198880327005,3.75,24.13,0.48,0.37,4,4,31,8,0,0,3,0
10,76561199093902443,78.85,120.15,0.79,0,3,3,9,9,0,0,4,0
10,76561198866664086,36.6,95.12,0.25,0.33,3,2,7,6,0,0,2,0
10,76561198844857948,23.98,20.93,0.31,0.02,7,5,30,43,0,1,2,0
10,76561199389251932,60.8,82.92,0.0,0,2,2,1,0,0,0,1,0
10,76561198144444319,30.02,53.5,0.83,0.01,53,22,160,37,0,11,16,0
10,76561198365805582,7.28,97.58,0.77,0.3,7,6,21,82,1,2,6,0
10,76561199122415736,40.75,45.92,0.51,0.27,15,9,12,31,27,5,3,0
10,76561199177794783,33.48,43.57,0.43,0,3,3,31,16,0,0,3,0
10,76561198213747097,16.05,37.28,0.76,0.11,20,5,241,7,1,0,2,0
10,76561199056833723,40.0,203.47,0.96,0,6,6,25,10,0,3,6,0
10,76561199194714325,4.13,146.02,0.6,0.32,2,3,3,16,1,0,2,0
10,76561199123045949,2.92,38.13,0.15,0.52,3,3,4,7,5,1,4,0
10,76561198352282747,20.23,46.39,0.63,0.06,6,3,67,21,0,0,1,0
10,76561199019780885,1.53,8.34,0.22,0,42,11,348,79,34,4,66,0
10,76561198148361132,21.08,86.44,0.83,0.01,8,5,42,16,0,0,7,0
10,76561198998646526,4.68,3.27,0.03,0,4,3,11,1,1,0,10,0
10,76561199118936357,50.03,57.69,0.4,0,16,11,47,0,3,1,20,0
10,76561198800280710,10.18,54.85,0.52,0.12,12,8,67,26,3,8,9,0
10,76561198325166374,29.45,71.67,0.95,0,8,5,48,61,6,3,15,0
10,76561199094888123,1.28,64.4,0.55,0.11,3,5,3,3,1,0,8,0
10,76561199013156811,14.33,24.42,0.49,0.01,5,6,22,13,0,0,18,0
10,76561198075135071,2.2,56.77,0.99,0.02,13,13,191,31,6,3,23,0
10,76561198333900482,15.82,112.7,0.76,0.01,6,3,61,101,0,0,7,0
10,76561198097085990,30.47,67.1,0.78,0,14,6,46,8,2,4,9,0
10,76561199082792976,30.93,65.15,0.66,0.16,3,3,13,6,0,0,2,0
10,76561199045614599,46.78,148.95,0.4,0.05,8,5,57,0,0,0,2,0
10,76561199025739150,51.1,60.34,0.94,0.13,23,19,12,39,6,0,6,0
10,76561198884093095,7.13,23.72,0.24,0.17,22,27,33,62,3,2,10,0
10,76561199091566683,32.73,131.43,0.08,0,4,4,14,2,0,0,6,0
10,76561198077711608,12.52,169.19,0.64,0.18,30,27,122,61,15,15,2,0
10,76561198096842263,5.1,16.8,0.3,0,12,5,35,148,26,51,2,0
10,76561198022335351,2.67,21.46,0.99,0.04,22,16,490,1,0,4,3,0
10,76561198868935281,3.52,113.62,0.0,0,14,8,50,12,2,1,8,0
10,76561199163650787,2.78,100.0,0.94,0.03,2,3,8,16,0,0,1,0
10,76561198009454293,16.77,110.71,0.76,0.07,13,8,195,55,2,4,3,0
10,76561199334048225,42.57,121.28,0.94,0,2,2,6,3,0,0,2,0
10,76561198920712961,9.68,30.6,0.23,0.39,5,5,20,48,1,0,4,0
10,76561198855349469,10.85,50.33,0.29,0,7,5,42,4,1,9,12,0
10,76561198907189874,7.13,118.05,0.71,0,5,7,45,8,1,0,7,0
10,76561199070652895,14.12,69.24,0.5,0.09,3,3,4,2,0,0,2,0
10,76561198045544286,18.62,228.3,1.0,0.3,41,44,356,43,2,19,27,0
10,76561199145105854,82.2,1022.63,1.0,0.37,39,29,32,61,5,4,2,0
10,76561198029160775,11.05,23.3,0.9,0.09,47,66,270,38,17,194,62,0
10,76561198402762550,4.8,10.05,0.03,0.7,12,10,73,15,1,3,27,0
10,76561198283711491,41.58,89.29,0.58,0.18,18,9,110,20,1,138,8,0
10,76561198830041745,3.15,15.55,0.28,0.04,23,17,41,13,0,5,14,0
10,76561198191617673,28.32,63.39,0.78,0.35,36,28,46,68,6,43,10,0
10,76561198296208035,11.92,264.66,0.86,0.18,7,5,46,17,0,0,4,0
10,76561199159908630,1.33,35.0,0.31,0.08,15,18,91,13,2,15,44,0
10,76561198099315881,23.4,159.1,1.0,0.09,7,4,29,15,1,3,11,0
10,76561199122405867,20.87,82.11,0.47,0.23,5,3,68,27,0,1,11,0
10,76561199085379899,63.72,42.61,0.77,0,5,4,15,15,0,1,8,0
10,76561198080091366,2.5,41.86,0.49,0.14,51,23,265,16,2,52,11,0
10,76561199084929560,3.6,25.83,0.46,0.3,2,2,7,9,0,0,2,0
10,76561198829793829,13.95,153.98,0.38,0.12,22,11,37,36,3,2,4,0
10,76561199126499576,5.37,50.68,0.23,0.17,3,4,3,93,0,0,2,0
10,76561198234548252,10.92,23.56,0.62,0.15,9,6,39,69,2,0,8,0
10,76561199198432347,2.07,23.95,0.2,0.05,2,3,7,8,0,0,5,0
10,76561198170810843,55.3,64.78,0.93,0.05,43,10,27,0,0,0,4,0
10,76561198417760852,19.83,11.2,0.18,0,6,3,67,20,0,0,3,0
10,76561198805220625,7.35,15.4,0.35,0.05,21,18,23,111,15,43,7,0
10,76561199111978444,42.85,97.83,0.59,0,25,6,52,5,0,0,1,0
10,76561197975195038,3.65,14.44,0.18,0.03,20,10,87,4,3,0,13,0
10,76561198018106613,26.17,42.27,0.66,0.05,29,37,349,8,8,3,21,0
10,76561198049203455,3.45,79.87,0.74,0.01,81,53,682,33,3,192,20,0
10,76561199058123541,13.35,61.37,0.73,0.1,24,6,52,6,0,0,4,0
10,76561198145435456,2.83,102.68,0.45,0.11,8,3,28,24,2,0,7,0
10,76561198883495939,4.18,16.84,0.32,0.06,4,3,11,12,1,0,4,0
10,76561198030978600,5.32,97.56,0.72,0.49,8,3,17,8,1,0,8,0
10,76561198827418619,33.88,74.97,0.99,0.06,49,18,148,0,0,33,4,0
10,76561199231432973,5.65,49.8,0.41,0.23,38,22,46,80,5,11,10,0
10,76561198348345330,21.9,41.58,0.67,0.02,36,28,139,0,0,3,25,0
10,76561199059855646,125.97,217.0,0.7,0,4,4,12,5,0,0,5,0
10,76561199132927920,1.27,132.25,0.64,0,2,3,4,5,0,0,1,0
10,76561198158113434,2.43,174.52,0.91,0.06,20,7,96,44,4,0,6,0
10,76561199069807840,10.63,39.7,0.7,0,6,6,78,20,0,0,22,0
10,76561199219032667,3.72,87.25,0.28,0,2,3,15,1,0,0,3,0
10,76561199088504492,4.45,65.13,0.75,0.27,10,8,12,6,0,1,3,0
10,76561198385660893,7.88,63.22,0.67,0.51,33,41,142,166,5,11,2,0
10,76561198118432107,7.78,64.86,0.84,0.18,41,35,91,7,1,2,3,0
10,76561198871774746,36.47,41.63,0.84,0.02,6,6,11,10,0,1,2,0
10,76561199298762004,7.63,16.47,0.18,0.26,8,7,26,8,0,1,2,0
10,76561198981473593,17.25,49.95,0.18,0.62,6,5,26,27,0,0,2,0
10,76561198094216996,27.13,56.8,0.79,0.28,109,22,697,206,12,0,28,-1
10,76561198159391204,2.87,61.8,0.69,0,39,18,203,57,4,5,7,0
10,76561199417566430,71.43,123.88,0.57,0,1,1,2,1,0,0,1,0
10,76561197970732458,41.15,108.82,0.65,0,32,11,147,105,9,0,5,0
10,76561198415455126,8.9,37.82,0.38,0,7,4,26,7,1,2,9,0
10,76561198973953135,2.83,10.24,0.09,0.62,13,10,11,2,15,1,2,0
10,76561199375882177,62.4,87.37,0.03,0,1,1,8,3,0,0,2,0
10,76561199122244992,36.37,69.43,0.42,0.07,1,2,2,3,0,0,1,0
10,76561199246335967,16.73,71.75,0.7,0.44,10,5,30,7,0,0,2,0
10,76561198066426166,19.35,60.44,0.64,0.01,50,32,244,73,14,4,11,0
10,76561199015903408,30.83,61.63,0.16,0.25,2,2,13,7,0,0,4,0
10,76561199165810246,147.03,278.68,0.55,0.07,3,3,13,3,0,0,3,0
10,76561199074037055,1.05,2.15,0.03,0,2,2,12,12,0,0,2,0
10,76561198001810912,32.8,221.95,0.76,0.08,14,8,134,44,9,11,6,0
10,76561198866576835,15.3,34.17,0.75,0.04,6,5,39,8,0,2,26,0
10,76561198389136861,6.78,13.51,0.47,0,27,9,275,0,3,1,18,0
10,76561199022273017,1.25,30.89,0.81,0.1,27,26,57,8,2,1,4,0
10,76561199013707243,7.98,84.27,0.68,0.06,37,35,63,35,3,0,3,0
10,76561198063864822,12.02,60.28,0.58,0.06,20,14,134,25,1,146,4,0
10,76561199002373551,5.22,23.07,0.34,0.35,3,4,22,2,0,0,3,0
10,76561198309563426,15.57,30.05,0.37,0,28,15,37,31,0,2,4,0
10,76561199018324365,54.65,124.6,0.71,0.01,5,6,44,5,0,0,25,0
10,76561199160515203,4.52,64.75,0.61,0.07,2,3,6,1,0,0,1,0
10,76561199232653174,2.98,31.82,0.61,0.42,1,1,11,8,0,0,4,0
10,76561198830630023,18.72,76.84,0.45,0.53,19,6,7,253,8,1,2,0
10,76561198997220286,15.78,209.98,0.64,0.26,4,4,17,7,0,0,3,0
10,76561198445018385,3.67,38.46,0.64,0.01,54,17,89,95,0,17,10,0
10,76561199194237327,11.85,31.82,0.3,0,4,4,22,9,0,7,12,0
10,76561199044093483,10.8,76.18,0.45,0,3,3,8,8,0,0,2,0
10,76561198352058400,13.05,83.85,0.58,0.06,6,4,30,10,0,0,2,0
10,76561198452659871,10.37,76.97,0.49,0,10,9,33,21,4,0,5,0
10,76561198449686701,21.08,31.48,0.25,0.05,22,29,73,124,24,91,33,0
10,76561198047960629,5.5,98.71,1.0,0.15,41,27,293,0,1,65,13,0
10,76561199191775088,4.35,169.67,0.07,0.24,3,4,9,2,0,2,3,0
10,76561198169010681,24.25,30.63,0.45,0.08,13,8,236,23,1,0,1,0
10,76561199067949517,9.18,38.62,0.49,0.04,20,13,16,20,26,0,7,0
10,76561199098913186,1.48,78.08,0.62,0,2,2,7,6,0,0,1,0
10,76561198069012750,12.53,46.35,0.53,0.25,10,5,127,44,7,138,1,0
10,76561198371366543,20.1,80.22,1.0,0.21,14,16,123,14,1,0,4,0
10,76561198099588676,12.8,240.12,0.75,0.43,16,9,134,14,1,3,1,0
10,76561198020483613,8.92,68.66,0.8,0,17,14,368,153,10,34,6,0
10,76561198180923511,28.8,71.84,0.97,0,38,20,118,74,17,2,7,0
10,76561198272376454,1.6,69.17,0.93,0.03,11,8,41,0,1,0,9,0
10,76561198055690341,36.77,82.5,0.82,0.03,42,53,352,103,14,12,2,0
10,76561199117890132,3.13,30.97,0.31,0,14,9,31,17,3,1,9,0
10,76561198386051416,123.28,365.65,0.24,0,7,7,30,8,0,0,7,0
10,76561199081568649,3.88,18.68,0.25,0.14,2,2,2,5,0,0,1,0
10,76561198167946555,36.95,37.67,0.73,0.09,31,25,102,26,1,2,10,0
10,76561199126855931,7.47,156.18,0.38,0.02,4,4,19,12,2,0,3,0
10,76561198210207824,22.0,42.83,0.48,0,9,4,86,44,3,17,4,0
10,76561198800825607,4.7,13.99,0.61,0,6,4,37,50,1,0,8,0
10,76561199040174517,29.73,67.12,0.56,0.01,2,2,15,11,0,0,7,0
10,76561198453668922,8.72,90.87,0.72,0.01,64,15,115,90,0,0,25,0
10,76561199379655614,15.6,117.57,0.55,0.7,1,1,1,0,0,0,1,0
10,76561198809296639,5.98,75.45,0.43,0,13,5,17,52,0,0,8,0
10,76561199131011564,1.4,38.73,0.27,0.05,1,2,4,0,0,0,2,0
10,76561198883741637,49.32,111.75,0.63,0.12,9,8,45,9,0,0,12,0
10,76561199418179209,87.0,158.2,0.5,0.04,1,1,1,1,0,0,1,0
10,76561198189281139,8.17,108.61,0.74,0.62,8,5,27,47,11,16,3,0
10,76561198308180228,31.22,64.7,0.74,0.02,5,3,14,30,0,0,2,0
10,76561198107267233,20.88,173.64,0.79,0,20,8,145,45,10,9,6,0
10,76561199150011712,27.73,53.78,0.18,0.5,3,3,10,12,0,0,3,0
10,76561199367350523,22.75,113.38,0.62,0.01,4,3,2,15,2,0,1,0
10,76561198799176179,25.07,166.21,0.1,0,6,7,24,11,0,0,16,0
10,76561198267277339,4.55,15.07,0.39,0,11,5,54,71,6,26,12,0
10,76561198354493618,31.72,68.06,0.63,0.02,6,3,36,19,1,0,2,0
